Income,Recency,Age,TotalSpendings,Children,MonthEnrollment
49681.0,66,39,458,2,14
59666.0,87,43,1027,2,22
56575.0,42,48,542,2,20
34026.0,11,65,76,2,17
7500.0,94,28,15,0,24
80812.0,95,62,1677,0,16
51111.0,83,34,55,2,7
46231.0,87,62,263,3,26
62820.0,51,61,976,0,20
44051.0,20,42,171,2,24
16927.0,50,39,53,2,23
84219.0,27,27,1198,0,11
65352.0,43,41,405,1,17
60504.0,73,44,526,1,11
42710.0,38,31,406,1,26
33039.0,4,37,78,1,16
33178.0,9,38,49,1,12
26224.0,39,37,63,1,19
83917.0,12,42,1587,0,21
46463.0,56,44,235,2,17
66886.0,28,57,599,1,16
25965.0,29,35,74,0,28
34824.0,65,20,23,0,10
71952.0,93,29,1443,1,24
25252.0,26,29,18,1,18
89694.0,22,42,1472,2,15
34941.0,26,59,97,2,22
41452.0,86,62,16,2,22
36283.0,42,39,29,2,9
51267.0,37,37,270,2,15
82716.0,8,71,1167,0,14
25804.0,34,37,55,1,16
22419.0,74,52,162,0,21
38576.0,2,42,41,1,10
37758.0,49,49,40,2,27
21675.0,55,39,45,1,7
84169.0,9,33,1919,0,17
68397.0,6,39,1416,1,14
68274.0,83,36,305,2,16
83715.0,2,53,926,0,11
75437.0,25,37,1493,0,14
38200.0,19,45,17,2,25
64413.0,27,45,279,1,17
23910.0,80,46,67,1,27
61467.0,69,67,594,2,25
30801.0,23,40,45,1,27
81168.0,84,50,1193,0,8
56181.0,6,53,393,1,24
45068.0,25,41,20,1,20
54690.0,76,44,198,2,14
83443.0,89,43,1497,0,13
72504.0,43,43,1478,1,21
35441.0,94,48,39,2,23
19419.0,76,34,70,1,26
61618.0,27,24,1345,0,28
53172.0,54,37,486,1,20
66825.0,73,48,858,0,18
46107.0,78,26,125,1,11
75127.0,92,63,833,0,8
64831.0,51,63,1120,2,19
94384.0,62,62,2302,0,22
70647.0,65,48,1079,1,28
92955.0,35,42,1778,0,17
33471.0,47,42,93,1,27
34596.0,48,41,23,1,21
63693.0,63,37,1150,1,15
80763.0,17,65,1415,0,17
35340.0,1,59,45,2,7
49187.0,63,39,116,1,12
65569.0,96,62,859,1,26
83844.0,57,63,1574,0,20
77568.0,30,36,2194,1,29
78028.0,38,59,528,1,28
36130.0,46,61,488,1,23
32173.0,0,57,22,1,17
38998.0,92,61,54,2,26
27590.0,38,33,12,1,21
76045.0,78,55,1323,0,14
15315.0,27,45,64,0,17
47025.0,98,37,635,1,16
49669.0,97,41,326,1,8
83145.0,14,41,1833,0,28
57304.0,61,64,1026,1,22
44375.0,73,50,301,1,10
23724.0,65,36,75,1,24
43641.0,50,46,139,2,21
15287.0,60,36,31,1,27
44421.0,53,44,189,2,23
28427.0,67,32,52,1,22
55249.0,81,59,130,1,9
28691.0,56,26,34,1,18
27683.0,90,37,351,1,29
31454.0,40,55,48,2,18
19656.0,94,45,84,1,23
40800.0,77,51,99,3,24
78687.0,13,32,2130,0,29
57091.0,82,43,496,1,26
43050.0,10,42,76,1,10
18227.0,21,28,28,1,26
80695.0,85,52,1918,0,13
57338.0,96,40,237,1,9
63915.0,2,59,789,2,18
26759.0,65,43,59,1,11
67087.0,40,62,794,1,13
69389.0,17,38,797,1,28
65492.0,73,56,1045,0,12
63206.0,65,41,928,0,10
53083.0,65,57,271,2,20
69283.0,41,40,904,1,7
51983.0,95,51,793,1,29
30983.0,50,52,167,0,26
37284.0,46,40,23,2,22
34935.0,71,23,137,0,19
64140.0,71,51,1750,2,16
62670.0,57,61,825,1,11
20193.0,18,24,82,0,26
27573.0,45,40,244,1,22
61064.0,80,39,1080,1,29
38175.0,6,31,153,1,16
83512.0,31,29,2157,0,7
37244.0,90,60,55,2,21
28389.0,49,68,28,0,26
29760.0,87,30,165,1,29
28973.0,59,38,269,0,27
71232.0,91,56,917,1,14
28520.0,55,55,43,2,19
36273.0,80,38,76,1,9
75702.0,87,41,1921,1,27
25293.0,51,46,37,1,16
78394.0,13,29,1428,0,23
29236.0,30,28,99,1,15
60208.0,13,42,656,2,27
30396.0,22,46,34,1,9
45759.0,13,51,68,2,23
29819.0,77,44,39,1,15
31535.0,95,35,51,1,16
20180.0,27,39,137,0,23
33585.0,91,49,122,1,16
42000.0,23,28,653,0,24
40479.0,95,33,15,1,17
79803.0,54,57,868,1,7
52034.0,67,42,332,2,20
72903.0,74,30,2013,0,15
49678.0,81,54,315,1,23
62710.0,53,43,606,1,20
28510.0,72,34,91,2,21
44393.0,86,50,60,2,17
78579.0,35,45,1812,0,25
75032.0,74,56,1215,1,21
38197.0,86,29,40,1,19
67433.0,51,63,992,2,18
39356.0,21,39,23,2,10
47139.0,2,63,83,2,10
23748.0,97,47,76,1,26
7500.0,5,37,57,2,25
37235.0,68,31,61,1,11
33316.0,34,44,131,2,15
35791.0,94,50,35,3,20
34578.0,1,43,8,3,9
82657.0,71,69,2283,0,16
41020.0,68,28,217,0,15
57072.0,79,54,1034,1,12
35765.0,86,25,75,1,13
78931.0,19,44,943,0,15
84219.0,27,27,1198,0,11
19740.0,65,55,55,1,22
42386.0,43,29,100,1,24
67445.0,63,41,1174,1,29
49681.0,66,39,458,2,14
82460.0,78,65,974,0,13
13724.0,43,27,58,1,29
17144.0,96,55,47,2,11
64509.0,19,25,1722,0,17
52854.0,43,56,116,2,10
39228.0,1,55,20,0,20
50334.0,24,43,694,1,18
72066.0,55,34,1792,0,7
34916.0,89,47,231,2,20
43602.0,45,49,68,2,12
18169.0,40,30,21,1,23
52117.0,55,50,279,1,29
35196.0,68,31,497,1,26
55761.0,97,51,184,1,9
44689.0,82,64,34,2,12
63159.0,74,41,1797,0,26
63207.0,68,23,1502,0,24
72159.0,62,37,1401,0,27
35701.0,36,56,46,0,22
59412.0,56,64,406,0,9
62694.0,29,50,749,2,19
80872.0,60,64,1336,0,8
46998.0,55,59,377,1,27
28071.0,65,35,313,0,29
36781.0,16,36,63,1,9
37334.0,44,57,62,2,11
68281.0,31,57,1655,0,29
69098.0,82,66,2440,0,23
17649.0,70,39,45,1,14
62845.0,3,66,1178,2,27
41014.0,65,37,20,1,21
32871.0,28,64,43,2,22
79456.0,12,59,1401,0,29
81698.0,1,32,1104,0,22
27803.0,40,42,176,1,29
79244.0,58,22,1216,0,25
33569.0,10,32,63,1,15
58482.0,59,60,731,1,10
57744.0,91,61,411,1,14
65706.0,77,45,1199,0,19
57513.0,59,72,1060,0,18
59594.0,74,50,499,1,27
14421.0,81,19,16,0,11
54386.0,8,34,470,1,20
42213.0,96,58,363,1,15
42160.0,26,40,140,2,19
73450.0,85,33,1804,0,13
71847.0,95,37,1192,0,28
46692.0,37,57,397,1,19
53034.0,30,41,447,2,20
54342.0,74,59,177,2,18
20895.0,24,42,45,1,27
22682.0,51,42,95,1,15
65685.0,54,43,769,1,10
65704.0,18,43,817,0,15
43269.0,61,43,19,1,16
78427.0,36,67,1930,0,27
52852.0,93,58,879,1,25
49476.0,29,52,795,1,19
23162.0,82,45,65,2,13
60585.0,17,44,736,2,19
74881.0,48,54,964,2,22
27161.0,41,29,52,1,15
36736.0,52,52,17,2,20
60482.0,81,39,507,1,24
32300.0,1,42,39,1,24
40442.0,52,63,169,2,29
90226.0,26,59,2352,0,28
17345.0,79,37,58,1,26
91700.0,58,44,1968,0,24
71855.0,59,38,1141,1,24
31353.0,24,38,31,2,13
25959.0,1,45,56,2,23
67023.0,93,37,906,0,10
22775.0,40,37,15,1,19
46610.0,4,57,467,0,18
44078.0,17,46,41,2,7
50014.0,9,47,396,1,12
71367.0,24,56,777,0,17
77766.0,97,48,1529,1,23
9722.0,7,42,103,1,27
80910.0,71,29,756,0,27
53187.0,66,45,267,1,15
82571.0,28,53,1686,0,9
38725.0,52,60,45,2,8
54466.0,78,42,16,2,11
85606.0,89,39,1956,1,26
21955.0,81,29,55,1,16
70596.0,68,30,968,0,27
42162.0,31,34,145,1,14
41580.0,15,37,92,2,25
80685.0,55,21,1004,0,29
68148.0,86,58,1042,0,17
33444.0,24,63,18,2,26
74290.0,70,44,1217,1,17
62000.0,25,63,1020,1,17
69063.0,16,49,928,1,26
84618.0,96,50,1672,0,14
26642.0,71,48,42,1,10
25707.0,18,31,21,1,12
69932.0,97,51,1049,1,19
66000.0,36,68,711,0,9
33051.0,15,56,835,0,29
55158.0,72,45,418,2,30
22148.0,16,32,49,0,9
83829.0,78,40,1862,0,15
33235.0,71,29,70,1,11
53378.0,41,52,793,2,28
72570.0,67,31,1089,0,9
78569.0,14,69,1736,0,11
61798.0,13,51,463,0,14
81843.0,13,55,1643,0,21
96843.0,60,25,1544,0,21
62845.0,3,66,1178,2,27
50150.0,32,32,410,0,19
57113.0,45,37,263,2,23
56559.0,46,40,484,1,25
76542.0,91,59,1483,0,22
50523.0,89,55,91,2,13
96876.0,79,38,1941,0,17
36790.0,14,32,66,0,22
29791.0,21,43,20,1,8
20491.0,16,29,30,0,24
22263.0,31,64,21,2,10
36408.0,11,66,22,2,16
49912.0,5,66,874,1,28
70379.0,84,39,860,1,22
57136.0,48,43,642,2,18
46772.0,88,40,1048,1,26
33039.0,4,37,78,1,16
27242.0,2,45,106,1,26
69930.0,21,44,1662,0,20
3502.0,56,42,5,1,21
51411.0,81,62,18,3,20
37054.0,89,48,25,2,16
75315.0,14,61,841,1,9
48432.0,3,42,424,1,27
36663.0,40,40,35,1,9
65526.0,22,51,506,1,9
69139.0,23,50,227,1,12
54414.0,49,52,211,2,24
36301.0,53,39,78,1,15
75774.0,27,34,823,1,8
58684.0,71,34,813,0,7
41473.0,80,30,76,1,19
70440.0,49,37,1572,0,15
38232.0,84,44,122,2,12
56534.0,35,47,815,1,18
42586.0,7,60,252,2,27
68695.0,3,46,1091,0,7
66835.0,21,69,1033,0,16
59481.0,47,40,461,1,15
70924.0,41,50,1363,0,9
63404.0,97,51,902,2,7
90369.0,2,59,1588,0,9
70713.0,23,49,1477,1,25
98777.0,23,55,2008,0,11
54111.0,97,50,388,1,17
47743.0,56,58,275,1,22
7500.0,61,36,18,1,29
82326.0,30,38,2257,0,10
74918.0,78,46,2047,0,22
44503.0,83,43,48,2,9
77297.0,84,58,789,0,24
70643.0,66,31,1828,0,27
84906.0,98,43,1631,0,15
68118.0,51,52,928,1,15
26997.0,89,64,434,0,26
48918.0,21,52,62,2,9
65169.0,23,33,1189,0,12
57420.0,22,44,322,1,19
44511.0,39,45,727,1,27
51876.0,88,57,310,0,15
73892.0,40,62,1507,0,14
64866.0,9,65,556,1,12
71706.0,16,56,1443,1,26
57036.0,33,40,1513,1,25
59235.0,4,48,1128,1,24
65819.0,99,37,1383,0,26
47175.0,81,53,240,2,27
34633.0,31,59,15,3,12
45143.0,74,50,311,1,17
51250.0,28,25,710,1,22
90273.0,32,24,1991,0,13
16653.0,10,36,69,1,9
70044.0,46,61,1504,1,23
54984.0,51,56,358,1,8
58086.0,80,46,792,1,24
67131.0,72,59,976,1,22
36075.0,54,32,119,1,13
79734.0,72,46,914,0,7
21840.0,80,32,27,1,18
80739.0,92,57,1633,0,20
11448.0,16,40,14,0,13
32889.0,78,47,55,2,16
49638.0,71,63,39,1,9
50616.0,56,47,149,1,9
34984.0,40,40,38,2,28
28320.0,68,65,43,1,24
83891.0,24,41,816,1,7
56551.0,48,65,138,2,8
72643.0,60,66,1429,0,23
96547.0,4,35,809,0,8
28587.0,42,37,78,1,11
32765.0,49,36,46,1,11
61416.0,25,33,1665,0,23
34109.0,39,44,22,1,14
80144.0,47,40,1367,0,16
54252.0,25,59,264,2,20
14188.0,40,43,75,0,23
25176.0,79,39,13,2,17
58692.0,21,50,395,1,9
29435.0,11,49,180,2,29
60896.0,90,51,1701,1,27
52914.0,32,44,575,1,24
19514.0,47,47,69,2,12
77037.0,3,55,1123,1,15
53312.0,32,64,278,0,17
83528.0,7,23,1650,0,8
64176.0,52,50,1826,1,29
59925.0,83,60,766,1,26
56775.0,62,36,937,1,24
71819.0,70,44,1574,1,17
63998.0,42,63,1168,0,13
67381.0,67,64,957,1,24
42693.0,29,37,57,1,7
26576.0,40,29,27,1,27
47353.0,93,55,225,1,14
67369.0,81,46,1461,1,26
58401.0,55,55,96,1,9
66636.0,64,58,1084,0,17
40451.0,54,58,49,2,11
77044.0,12,43,1065,1,15
41986.0,15,37,63,1,11
20427.0,63,42,10,1,10
74716.0,92,43,860,1,16
85485.0,73,57,1383,0,7
55956.0,22,71,999,0,9
64191.0,30,52,825,1,24
57183.0,51,49,610,2,22
49118.0,90,44,1229,0,29
65695.0,50,55,656,1,12
18393.0,2,41,50,1,10
18929.0,15,25,85,0,23
24367.0,58,33,24,1,22
52203.0,36,65,939,0,30
57045.0,40,65,454,1,28
36026.0,34,43,61,3,10
24639.0,3,42,44,2,12
60544.0,92,54,289,2,29
38410.0,65,41,534,0,28
16531.0,43,37,44,1,7
34380.0,68,38,175,1,20
94871.0,99,46,1078,2,28
60474.0,25,36,1180,1,21
19414.0,32,34,32,1,15
75484.0,50,39,1159,1,29
87679.0,62,27,2524,0,18
23331.0,92,27,103,1,28
31928.0,5,26,72,1,10
82800.0,23,69,1315,0,26
45203.0,4,33,147,2,10
78093.0,53,68,1105,0,13
70638.0,69,60,1334,0,19
54072.0,71,52,39,2,18
55434.0,21,31,882,1,15
54549.0,8,63,233,1,10
46681.0,52,67,425,2,15
69755.0,23,70,894,0,15
58494.0,56,41,396,1,13
82014.0,48,54,1511,0,29
50729.0,62,57,496,2,20
63246.0,60,48,772,2,17
36732.0,71,56,47,2,13
86610.0,66,64,1603,0,16
15862.0,26,36,36,1,19
49090.0,45,64,688,1,18
42033.0,95,44,25,2,28
70932.0,57,43,909,1,12
75903.0,50,64,901,1,21
73356.0,56,31,1512,0,11
23763.0,64,38,42,1,29
29478.0,59,39,20,1,12
25509.0,15,41,101,1,28
94472.0,75,57,1691,1,9
13672.0,86,55,25,2,21
41638.0,68,51,441,1,23
27943.0,89,48,37,2,21
36927.0,46,60,71,2,7
42192.0,40,67,100,0,16
65487.0,48,58,1169,0,12
41713.0,57,51,174,2,9
59686.0,78,50,274,1,12
62994.0,74,35,312,1,10
91172.0,94,25,1092,0,22
58554.0,55,47,586,2,28
76234.0,21,43,907,1,11
25224.0,36,43,46,1,10
18929.0,15,25,85,0,23
11012.0,82,31,84,1,22
56320.0,11,48,702,1,21
56337.0,25,34,724,2,22
37292.0,32,32,460,1,21
31859.0,3,35,48,1,11
62905.0,68,51,622,1,16
71853.0,29,33,1149,0,20
28249.0,80,54,43,0,7
42664.0,44,48,24,1,10
18701.0,95,51,44,2,19
63967.0,57,47,882,1,17
54809.0,0,38,174,2,16
30093.0,19,25,69,0,18
61825.0,56,36,424,1,17
60200.0,3,67,685,1,24
62772.0,74,46,946,1,20
73395.0,94,28,397,0,10
85738.0,41,37,1371,0,12
22979.0,29,45,115,1,28
63684.0,61,45,1464,1,26
76467.0,44,45,1575,1,29
76320.0,49,56,932,1,7
71128.0,80,42,1615,1,27
68487.0,48,27,1366,0,24
49912.0,5,66,874,1,28
82332.0,89,54,2006,0,28
61286.0,34,49,608,1,17
30992.0,83,39,43,1,21
16005.0,69,35,103,1,29
69209.0,4,43,1782,0,28
34176.0,9,40,28,1,12
60934.0,41,40,873,1,12
79174.0,2,40,2043,0,24
41769.0,31,60,521,1,23
22775.0,40,37,15,1,19
77610.0,70,63,1680,1,27
27889.0,42,38,26,1,18
22390.0,49,46,26,0,15
20425.0,5,29,57,1,27
33590.0,65,41,8,3,14
19346.0,26,41,22,1,12
29732.0,23,44,38,1,10
65487.0,48,58,1169,0,12
89616.0,36,32,1644,0,23
45146.0,28,52,53,2,18
36807.0,88,61,16,2,25
58025.0,81,36,470,1,14
24434.0,9,43,50,2,8
52869.0,40,61,172,2,27
30298.0,48,30,28,0,8
69719.0,99,41,801,0,8
90933.0,90,61,1685,0,10
77598.0,53,72,1735,0,15
36065.0,54,47,74,2,22
40887.0,32,63,161,2,20
34600.0,8,44,318,2,24
28420.0,36,48,13,1,13
65814.0,90,49,747,1,10
71964.0,81,57,1870,0,20
31761.0,96,31,98,1,9
64713.0,11,45,602,1,11
53367.0,2,41,400,2,17
65220.0,3,50,1282,0,28
36997.0,72,47,94,2,23
23539.0,13,58,81,0,11
42523.0,96,51,125,0,9
73807.0,88,37,849,1,24
35893.0,80,47,199,2,27
61014.0,17,35,1147,1,29
33562.0,33,52,51,3,7
70924.0,41,50,1363,0,9
31056.0,99,38,55,1,24
8028.0,62,24,178,0,28
34728.0,2,29,36,1,18
46734.0,40,61,330,1,26
16581.0,51,30,24,0,24
21282.0,76,37,46,1,8
33419.0,76,53,86,1,17
59184.0,6,54,1072,1,28
18351.0,1,25,43,0,15
68682.0,56,24,1598,0,15
33438.0,81,57,90,2,16
54730.0,64,40,405,1,17
77766.0,97,48,1529,1,23
90687.0,98,32,1779,0,20
66303.0,56,44,1286,1,23
94384.0,62,62,2302,0,22
40321.0,59,43,102,2,18
77382.0,36,47,1121,1,12
43263.0,2,38,441,1,26
70515.0,12,22,1258,0,15
58554.0,55,47,586,2,28
75154.0,79,57,1143,1,28
41335.0,24,47,187,1,13
21355.0,5,30,68,1,17
26907.0,10,39,22,2,17
36947.0,49,48,146,2,29
57537.0,83,36,545,1,19
31907.0,75,43,449,0,22
42523.0,96,51,125,0,9
39922.0,30,32,156,1,23
77343.0,28,50,1134,0,7
46015.0,25,60,46,2,9
76998.0,85,60,1910,1,24
32952.0,36,38,55,1,13
42014.0,56,38,436,1,29
82032.0,54,67,1234,0,9
70179.0,10,39,1034,1,18
38201.0,19,55,268,1,22
18793.0,14,44,77,1,24
47111.0,35,44,1092,1,28
19444.0,8,33,54,1,11
73059.0,36,68,1095,1,17
69084.0,43,45,1586,1,14
33228.0,28,35,71,1,12
62335.0,87,63,708,1,20
22108.0,46,38,31,2,8
23529.0,67,50,54,1,24
70321.0,6,68,1376,0,24
44989.0,26,41,369,1,28
51569.0,39,66,467,1,23
65370.0,1,31,461,0,17
34600.0,8,44,318,2,24
37697.0,82,39,84,1,11
72071.0,4,61,1338,1,23
57705.0,14,49,486,1,12
21024.0,89,39,84,0,18
52413.0,67,31,450,1,26
24882.0,52,37,80,1,28
34230.0,72,50,21,2,25
39898.0,20,61,134,1,23
54690.0,76,44,198,2,14
24570.0,97,31,193,1,23
51373.0,37,24,393,0,19
33168.0,0,50,122,1,27
75345.0,16,45,2087,0,23
56129.0,65,62,660,1,19
23091.0,98,52,48,2,8
20130.0,99,41,34,0,10
43140.0,68,58,235,1,24
81051.0,43,50,1501,0,8
40049.0,23,63,32,1,15
33249.0,11,40,112,1,23
26887.0,27,56,30,1,23
37971.0,97,42,30,1,14
54132.0,81,46,42,1,11
18690.0,77,56,60,0,25
40304.0,82,48,57,1,16
32727.0,38,50,529,0,29
83844.0,57,63,1574,0,20
42873.0,11,65,269,2,24
37697.0,82,39,84,1,11
23331.0,97,27,269,1,27
45903.0,80,49,66,1,9
35860.0,37,42,49,2,8
53843.0,64,50,562,1,19
28359.0,35,32,16,1,15
57100.0,9,28,311,1,8
51717.0,55,50,122,1,17
50002.0,21,61,638,1,19
30560.0,6,39,31,1,19
56386.0,51,34,612,2,27
58350.0,5,44,1001,1,24
64813.0,81,37,745,1,12
42403.0,18,44,42,1,13
81795.0,74,63,1382,0,27
75774.0,27,34,823,1,8
78416.0,99,39,1179,1,7
37070.0,30,49,433,2,22
7144.0,92,49,416,2,13
33316.0,34,44,131,2,15
44911.0,11,56,215,1,22
69109.0,10,33,1555,0,26
44155.0,24,58,46,2,12
52278.0,24,52,1198,1,24
77226.0,29,52,1138,1,11
53201.0,49,40,415,2,23
37284.0,46,40,23,2,22
25293.0,51,46,37,1,16
81929.0,60,39,2053,1,28
34587.0,68,62,22,2,8
35788.0,34,44,44,2,12
32146.0,16,32,66,1,8
50501.0,10,61,500,2,19
80617.0,42,20,1435,0,27
7500.0,7,36,53,1,20
56981.0,91,34,1241,0,12
68316.0,54,51,1211,1,26
88347.0,32,54,2116,0,18
54233.0,46,38,981,1,23
71691.0,0,57,1192,0,10
38578.0,2,43,73,2,19
37155.0,51,26,74,1,24
63285.0,84,70,1103,0,14
54197.0,16,55,237,1,9
35322.0,34,47,106,3,29
15056.0,76,57,88,2,20
36317.0,53,50,133,1,20
7500.0,63,23,119,1,25
65106.0,55,40,973,1,8
50200.0,70,39,401,2,21
71604.0,3,70,1196,0,14
88097.0,24,37,844,1,29
51948.0,51,40,311,1,16
69109.0,10,33,1555,0,26
59601.0,14,38,797,1,18
67267.0,0,57,251,1,8
38887.0,17,43,42,1,10
39996.0,85,41,15,2,8
43142.0,84,46,20,2,11
38741.0,60,57,61,2,10
27100.0,64,32,37,1,21
70038.0,54,33,1244,0,15
26290.0,49,43,77,2,24
79419.0,96,45,1631,0,7
57867.0,48,37,612,1,15
54108.0,74,42,747,2,26
73538.0,92,50,1658,1,26
20981.0,14,38,73,0,21
51766.0,74,35,275,1,10
37787.0,50,43,106,1,16
67786.0,0,56,1156,0,13
27215.0,50,54,102,3,24
79865.0,12,61,792,1,7
38998.0,92,61,54,2,26
90638.0,29,24,2525,0,11
76445.0,2,44,1410,1,28
92491.0,71,32,2034,0,20
74881.0,48,54,964,2,22
18690.0,77,56,60,0,25
45576.0,9,70,145,0,8
63342.0,48,54,1101,1,27
77298.0,46,36,969,1,14
82122.0,89,53,1382,0,17
52513.0,84,37,1149,0,28
22669.0,30,40,173,1,20
80336.0,12,45,1052,0,16
30538.0,27,44,367,1,27
72905.0,52,57,1515,0,12
86979.0,67,44,1702,0,14
61917.0,83,41,91,2,14
54998.0,3,59,455,1,22
54356.0,62,66,775,1,26
71670.0,8,53,1766,0,18
74485.0,58,68,1734,0,17
32632.0,32,52,576,0,29
38236.0,2,47,88,2,16
94642.0,35,64,2211,0,11
58646.0,3,53,140,1,19
67506.0,73,35,331,1,12
34445.0,92,34,839,0,24
34961.0,77,42,79,1,7
95169.0,1,28,1901,0,15
15038.0,93,28,80,1,24
79593.0,70,42,1366,0,8
76081.0,85,53,1033,0,8
65196.0,34,57,1155,2,18
61825.0,56,36,424,1,17
36778.0,63,47,77,2,29
85696.0,88,53,1313,0,20
77142.0,54,67,990,0,20
45894.0,15,41,51,2,11
54809.0,0,38,174,2,16
38452.0,62,60,72,2,10
37395.0,47,39,39,1,8
1730.0,65,44,8,0,8
39767.0,18,64,485,0,18
46831.0,84,46,78,2,19
71626.0,94,36,1305,0,26
74805.0,14,60,820,1,14
46094.0,62,42,44,2,7
6560.0,2,33,373,0,13
27244.0,84,36,101,1,10
62061.0,12,39,800,1,17
50725.0,45,62,586,1,23
65148.0,9,57,1115,1,26
62807.0,83,55,819,1,29
19107.0,49,35,46,1,17
87188.0,73,32,1923,0,19
30390.0,5,28,80,0,16
31859.0,77,39,20,1,19
24594.0,94,36,29,1,13
34213.0,2,52,117,2,28
35544.0,77,37,67,1,10
64892.0,77,39,902,1,8
49544.0,0,39,404,1,23
78789.0,12,35,1754,0,29
18222.0,70,25,67,0,25
18358.0,49,26,57,1,14
55012.0,85,42,660,1,10
55424.0,6,39,877,1,26
71107.0,61,64,1327,1,23
25509.0,15,41,101,1,28
85431.0,54,63,1165,0,19
42586.0,7,60,252,2,27
46757.0,71,52,1143,1,26
54693.0,72,53,929,1,23
54006.0,42,30,581,1,28
61671.0,23,47,732,1,7
36038.0,82,34,47,1,20
31878.0,7,38,70,1,7
91249.0,84,59,1676,0,27
22701.0,2,38,24,1,16
25410.0,48,42,38,1,17
51141.0,96,75,157,0,18
44359.0,19,37,45,2,7
4428.0,0,46,359,1,15
39791.0,89,44,174,1,22
43020.0,79,45,223,1,14
48794.0,97,62,54,2,7
67445.0,63,41,1174,1,29
34350.0,81,36,48,1,15
87000.0,61,23,961,0,25
37509.0,24,39,123,1,28
40590.0,30,46,258,2,15
20587.0,39,45,25,1,8
74538.0,21,44,1461,0,19
44529.0,98,49,691,1,18
16860.0,19,54,38,2,28
57236.0,22,50,121,2,10
38508.0,95,29,443,1,17
65463.0,17,41,562,1,12
66480.0,71,50,312,2,8
16269.0,75,31,44,1,17
39552.0,54,53,384,2,25
10979.0,34,26,30,0,8
21255.0,56,41,61,1,12
46049.0,11,39,515,2,18
33629.0,49,52,152,2,29
26228.0,50,42,25,1,16
61284.0,76,60,811,0,15
60894.0,61,49,832,1,19
64857.0,78,59,1540,0,26
45143.0,74,50,311,1,17
59060.0,77,26,274,1,12
37774.0,28,38,473,2,28
72828.0,17,53,1678,1,23
24711.0,86,33,58,0,9
35876.0,13,32,129,0,9
69139.0,23,50,227,1,12
17256.0,10,23,62,1,14
56243.0,26,40,396,3,13
36864.0,53,58,354,1,29
92533.0,84,30,1131,0,13
69401.0,41,42,690,1,10
46053.0,46,43,209,1,23
53374.0,34,46,1064,1,29
37401.0,14,42,48,1,8
74004.0,5,28,1658,0,11
76800.0,33,50,641,0,10
55517.0,53,65,633,2,28
81361.0,18,28,778,0,11
34968.0,11,35,221,1,21
31497.0,22,53,155,1,25
52569.0,54,48,95,1,9
12393.0,38,37,57,0,25
66664.0,78,33,1289,0,28
41154.0,98,37,69,1,21
82427.0,35,49,1456,0,10
30372.0,33,44,44,2,25
16014.0,42,36,38,2,22
41120.0,80,47,81,2,14
72117.0,34,38,1073,1,17
39435.0,16,42,102,1,17
49094.0,6,42,502,1,28
60839.0,72,36,1250,2,29
34074.0,69,63,255,2,18
53977.0,21,57,907,1,19
32313.0,60,33,159,1,23
27071.0,90,47,35,1,9
82733.0,28,31,1323,0,16
58217.0,84,64,103,3,26
70116.0,73,43,1536,0,24
69702.0,8,64,1039,1,23
57107.0,44,47,416,1,29
80982.0,48,56,1191,2,24
55212.0,65,46,1182,1,26
56939.0,19,39,561,1,16
48877.0,27,49,144,1,12
22434.0,25,28,58,1,23
28440.0,87,41,63,1,18
7500.0,98,30,100,1,29
75330.0,94,38,1109,2,27
38361.0,74,46,137,1,13
69520.0,95,32,1455,0,18
22123.0,77,55,102,0,10
56796.0,24,46,1001,1,23
71322.0,31,39,350,1,8
44953.0,31,34,1021,0,25
45736.0,92,61,437,1,18
66476.0,80,46,1013,1,13
31560.0,98,41,94,1,19
72071.0,4,61,1338,1,23
69263.0,14,50,568,1,10
38946.0,84,60,257,1,15
43322.0,25,41,141,0,9
61223.0,46,48,1341,1,19
33279.0,29,49,16,0,7
30368.0,97,38,52,1,14
68805.0,73,56,283,1,16
77027.0,23,63,1175,1,11
68117.0,80,68,930,1,22
29009.0,19,34,44,1,14
45057.0,80,36,50,1,13
70038.0,54,33,1244,0,15
48150.0,24,66,266,1,19
58275.0,48,60,615,2,19
74859.0,63,66,1565,0,19
71965.0,21,64,1213,1,18
57967.0,39,53,468,1,22
44802.0,71,45,1049,0,29
69245.0,8,59,843,1,12
30168.0,51,37,279,1,22
54165.0,72,46,236,0,20
61180.0,70,56,704,1,9
39722.0,92,62,47,1,11
87171.0,27,34,1298,0,20
54210.0,18,36,367,1,20
25930.0,87,48,15,2,15
22327.0,94,30,24,1,17
31497.0,22,53,155,1,25
63841.0,64,47,908,1,21
56721.0,64,43,296,2,27
34377.0,55,52,114,1,24
8940.0,25,29,101,1,29
22518.0,36,29,61,1,27
76624.0,68,53,899,1,8
69969.0,64,50,1536,0,17
33986.0,43,45,44,1,22
59868.0,37,43,1194,1,18
71434.0,4,53,1400,1,16
62159.0,68,69,634,0,9
50611.0,98,55,493,1,27
41658.0,30,40,72,2,26
63841.0,64,47,908,1,21
51039.0,11,46,417,2,25
37716.0,4,62,188,1,9
33402.0,60,63,70,2,18
93790.0,16,45,2349,0,11
57957.0,24,56,637,1,17
55759.0,84,53,854,1,26
58597.0,20,39,733,2,26
9255.0,91,26,22,1,13
66033.0,76,58,677,1,24
35196.0,68,31,497,1,26
47958.0,8,63,407,1,24
35860.0,37,42,49,2,8
